Player ID,Player Number,First Name,Last Name,DOB,Round,For,Against,Debut Date
BWRI20Jul189707Jul1917,2303,Bob,Weatherill,20-Jul-1897,R9,RI,FI,07-Jul-1917
BARI13Oct189721Jul1917,2304,Bill,Albress,13-Oct-1897,R11,RI,CW,21-Jul-1917
WBRI26Jan189521Jul1917,2305,Wally,Bowtell,26-Jan-1895,R11,RI,CW,21-Jul-1917
AFRI21Jan189421Jul1917,2306,Arthur,Fox,21-Jan-1894,R11,RI,CW,21-Jul-1917
LHGE07Dec189821Jul1917,2307,Lloyd,Hagger,07-Dec-1898,R11,GE,SY,21-Jul-1917
HWCA20May189221Jul1917,2308,Horrie,White,20-May-1892,R11,CA,FI,21-Jul-1917
RSRI17Jul189828Jul1917,2309,Reefton,Spicer,17-Jul-1898,R12,RI,SY,28-Jul-1917
HCCW26Feb189311Aug1917,2310,Harrie,Cross,26-Feb-1893,R13,CW,FI,11-Aug-1917
WJSY09Jan189711Aug1917,2311,Wal,Jenkins,09-Jan-1897,R13,SY,CA,11-Aug-1917
JSRI25Jan189918Aug1917,2312,Jimmy,Smith,25-Jan-1899,R14,RI,FI,18-Aug-1917
EBSY30May189511May1918,2313,Ernie,Barber,30-May-1895,R1,SY,GE,11-May-1918
RBSK21Jun189211May1918,2314,Reg,Berry,21-Jun-1892,R1,SK,FI,11-May-1918
BBFI21May188811May1918,2315,Billy,Billett,21-May-1888,R1,FI,SK,11-May-1918
BCES10Oct189611May1918,2316,Bill,Coffey,10-Oct-1896,R1,ES,RI,11-May-1918
ECCA17Aug189211May1918,2317,Ern,Cowley,17-Aug-1892,R1,CA,CW,11-May-1918
PDRI20Oct189811May1918,2318,Pat,Dooley,20-Oct-1898,R1,RI,ES,11-May-1918
NDES21Jan189611May1918,2319,Norm,Dunn,21-Jan-1896,R1,ES,RI,11-May-1918
CFFI11Dec189211May1918,2320,Clarrie,Featherston,11-Dec-1892,R1,FI,SK,11-May-1918
PFES18Feb189311May1918,2321,Phil,Furlong,18-Feb-1893,R1,ES,RI,11-May-1918
JGSY17Apr189211May1918,2322,Jim,Graham,17-Apr-1892,R1,SY,GE,11-May-1918
BHSK03Jan189911May1918,2323,Bill,Hannan,03-Jan-1899,R1,SK,FI,11-May-1918
FJCA24Apr189611May1918,2324,Fred,Johnson,24-Apr-1896,R1,CA,CW,11-May-1918
JKCA06Aug189811May1918,2325,Jack,Keily,06-Aug-1898,R1,CA,CW,11-May-1918
PKSK30Jul189811May1918,2326,Pat,Kennedy,30-Jul-1898,R1,SK,FI,11-May-1918
LMES24Apr189811May1918,2327,Leo,McInerney,24-Apr-1898,R1,ES,RI,11-May-1918
SMFI26Sep189311May1918,2328,Stan,Molan,26-Sep-1893,R1,FI,SK,11-May-1918
DMGE07May189711May1918,2329,Duncan,Moodie,07-May-1897,R1,GE,SY,11-May-1918
TOSY09Mar189211May1918,2330,Tom,OHalloran,09-Mar-1892,R1,SY,GE,11-May-1918
ROSK21Mar189711May1918,2331,Roy,Ostberg,21-Mar-1897,R1,SK,FI,11-May-1918
JRSK22Jun189611May1918,2332,Joe,Rahilly,22-Jun-1896,R1,SK,FI,11-May-1918
RSSY03Apr189911May1918,2333,Reg,Sampson,03-Apr-1899,R1,SY,GE,11-May-1918
ASSK17Apr190011May1918,2334,Alan,Sinclair,17-Apr-1900,R1,SK,FI,11-May-1918
JSES08Apr189611May1918,2335,Jimmy,Sullivan,08-Apr-1896,R1,ES,RI,11-May-1918
CTSY10Jun189311May1918,2336,Chip,Turner,10-Jun-1893,R1,SY,GE,11-May-1918
DWES29Sep189811May1918,2337,Dave,Walsh,29-Sep-1898,R1,ES,RI,11-May-1918
CZFI21Apr189611May1918,2338,Cyril,Zimmer,21-Apr-1896,R1,FI,SK,11-May-1918
WBFI30May189318May1918,2339,Wally,Beckwith,30-May-1893,R2,FI,SY,18-May-1918
ABSK27Dec189818May1918,2340,Arnold,Buntine,27-Dec-1898,R2,SK,ES,18-May-1918
TFES07Jul189818May1918,2341,Tom,Fitzmaurice,07-Jul-1898,R2,ES,SK,18-May-1918
THSY11Aug189718May1918,2342,Tammy,Hynes,11-Aug-1897,R2,SY,FI,18-May-1918
AMGE02Jan189418May1918,2343,Ambrose,Maher,02-Jan-1894,R2,GE,CW,18-May-1918
LMRI31May189618May1918,2344,Leo,McCulloch,31-May-1896,R2,RI,CA,18-May-1918
SMCW30Aug189618May1918,2345,Stan,McKenzie,30-Aug-1896,R2,CW,GE,18-May-1918
JOCW08Nov190018May1918,2346,Jack,OConnor,08-Nov-1900,R2,CW,GE,18-May-1918
HSES22Oct189318May1918,2347,Harry,Sawyer,22-Oct-1893,R2,ES,SK,18-May-1918
JTES27Oct189318May1918,2348,Jim,Taylor,27-Oct-1893,R2,ES,SK,18-May-1918
RTSK09Apr189518May1918,2349,Reg,Thompson,09-Apr-1895,R2,SK,ES,18-May-1918
HFCA24Oct189825May1918,2350,Harry,Furnell,24-Oct-1898,R3,CA,SK,25-May-1918
EHSK12May189325May1918,2351,Edwin,Hogan,12-May-1893,R3,SK,CA,25-May-1918
JMES16Jan189725May1918,2352,Jack,McGarity,16-Jan-1897,R3,ES,GE,25-May-1918
CSFI04Jun189525May1918,2353,Clarrie,Sherry,04-Jun-1895,R3,FI,RI,25-May-1918
BWCW28May188825May1918,2354,Bill,Walton,28-May-1888,R3,CW,SY,25-May-1918
SYCW06Jun190025May1918,2355,Stan,Yates,06-Jun-1900,R3,CW,SY,25-May-1918
JHCA07Nov189501Jun1918,2356,Jim,Howe,07-Nov-1895,R4,CA,ES,01-Jun-1918
FMSY30Mar189603Jun1918,2357,Frank,Magill,30-Mar-1896,R4,SY,SK,03-Jun-1918
FCSY26Sep189608Jun1918,2358,Frank,Cummins,26-Sep-1896,R5,SY,CA,08-Jun-1918
BDES28Sep189508Jun1918,2359,Bert,Drinkwater,28-Sep-1895,R5,ES,FI,08-Jun-1918
LGFI28Jun190108Jun1918,2360,Les,Gibaud,28-Jun-1901,R5,FI,ES,08-Jun-1918
CLSY20May189308Jun1918,2361,Chris,Laird,20-May-1893,R5,SY,CA,08-Jun-1918
FMSK27Feb189608Jun1918,2362,Frank,McPherson,27-Feb-1896,R5,SK,CW,08-Jun-1918
BCCA05Nov189415Jun1918,2363,Bill,Clohesy,05-Nov-1894,R6,CA,GE,15-Jun-1918
ADSK17Jun189115Jun1918,2364,Artie,Dawson,17-Jun-1891,R6,SK,RI,15-Jun-1918
HMRI19Jun189415Jun1918,2365,Hugh,Mulcahy,19-Jun-1894,R6,RI,SK,15-Jun-1918
HBSY07Apr189522Jun1918,2366,Harry,Bulpit,07-Apr-1895,R7,SY,RI,22-Jun-1918
CFRI06Dec189222Jun1918,2367,Claude,Fell,06-Dec-1892,R7,RI,SY,22-Jun-1918
TPGE19Feb189822Jun1918,2368,Tommy,Peterson,19-Feb-1898,R7,GE,SK,22-Jun-1918
MRSY18Jul189722Jun1918,2369,Mick,Ryan,18-Jul-1897,R7,SY,RI,22-Jun-1918
JSGE18Sep189822Jun1918,2370,Jack,Sheridan,18-Sep-1898,R7,GE,SK,22-Jun-1918
SBES23Sep189229Jun1918,2371,Sydney,Barr,23-Sep-1892,R8,ES,RI,29-Jun-1918
LBFI30Aug189929Jun1918,2372,Les,Boyne,30-Aug-1899,R8,FI,SK,29-Jun-1918
EGSK14Jun189829Jun1918,2373,Eric,Gordon,14-Jun-1898,R8,SK,FI,29-Jun-1918
TGES06Sep188929Jun1918,2374,Tom,Greenwood,06-Sep-1889,R8,ES,RI,29-Jun-1918
PMES27Mar189729Jun1918,2375,Paddy,McDonald,27-Mar-1897,R8,ES,RI,29-Jun-1918
BTCW14May189929Jun1918,2376,Bill,Twomey,14-May-1899,R8,CW,CA,29-Jun-1918
BHES14Sep189306Jul1918,2377,Bill,Hanson,14-Sep-1893,R9,ES,SK,06-Jul-1918
ESES18Sep189406Jul1918,2378,Eric,Sprague,18-Sep-1894,R9,ES,SK,06-Jul-1918
NBFI04Nov189713Jul1918,2379,Norm,Byron,04-Nov-1897,R10,FI,RI,13-Jul-1918
EEGE31Oct189213Jul1918,2380,Ern,Everett,31-Oct-1892,R10,GE,ES,13-Jul-1918
BBGE02Dec189720Jul1918,2381,Bill,Bendle,02-Dec-1897,R11,GE,FI,20-Jul-1918
JBRI25Oct189720Jul1918,2382,Jim,Burchill,25-Oct-1897,R11,RI,CW,20-Jul-1918
BGGE31Aug189620Jul1918,2383,Bill,Gliddon,31-Aug-1896,R11,GE,FI,20-Jul-1918
JLES18Jan189620Jul1918,2384,Jim,Lavelle,18-Jan-1896,R11,ES,CA,20-Jul-1918
FMCA19Feb189820Jul1918,2385,Frank,Mercovich,19-Feb-1898,R11,CA,ES,20-Jul-1918
BTSY18Mar189503Aug1918,2386,Bill,Talbot,18-Mar-1895,R13,SY,ES,03-Aug-1918
JAES15Mar189910Aug1918,2387,Jim,Alexander,15-Mar-1899,R14,ES,CW,10-Aug-1918
GHES08Aug190010Aug1918,2388,George,Hemingway,08-Aug-1900,R14,ES,CW,10-Aug-1918
DTSK14Dec189610Aug1918,2389,Doug,Thomson,14-Dec-1896,R14,SK,GE,10-Aug-1918
BBCA10May189203May1919,2390,Bert,Boromeo,10-May-1892,R1,CA,FI,03-May-1919
NCCA19Sep189303May1919,2391,Newton,Chandler,19-Sep-1893,R1,CA,FI,03-May-1919
GCME05Oct189803May1919,2392,Gordon,Coulter,05-Oct-1898,R1,ME,SK,03-May-1919
HDES03Oct190003May1919,2393,Harry,Dussell,03-Oct-1900,R1,ES,RI,03-May-1919
MECA16Jan189403May1919,2394,Morrie,Ewans,16-Jan-1894,R1,CA,FI,03-May-1919
CFES28Jun189803May1919,2395,Charlie,Farrell,28-Jun-1898,R1,ES,RI,03-May-1919
AFRI18Oct189403May1919,2396,Artie,Fewster,18-Oct-1894,R1,RI,ES,03-May-1919
HFSY16Nov189803May1919,2397,Harry,Froud,16-Nov-1898,R1,SY,CW,03-May-1919
GGFI18Mar190003May1919,2398,George,Gough,18-Mar-1900,R1,FI,CA,03-May-1919
BGCA02Aug189603May1919,2399,Bert,Graf,02-Aug-1896,R1,CA,FI,03-May-1919
HGSK30Mar189903May1919,2400,Harry,Grigg,30-Mar-1899,R1,SK,ME,03-May-1919
NHSK05Mar189403May1919,2401,Norm,Hallett,05-Mar-1894,R1,SK,ME,03-May-1919
JHME21Mar188803May1919,2402,Jack,House,21-Mar-1888,R1,ME,SK,03-May-1919
CKME21Jun189603May1919,2403,Con,Kenney,21-Jun-1896,R1,ME,SK,03-May-1919
BLME20Jul189603May1919,2404,Bob,Love,20-Jul-1896,R1,ME,SK,03-May-1919
PLME06Oct189903May1919,2405,Percy,Love,06-Oct-1899,R1,ME,SK,03-May-1919
NLSY15Mar189803May1919,2406,Norm,Lugg,15-Mar-1898,R1,SY,CW,03-May-1919
JMSY22Jun189603May1919,2407,Jim,Makin,22-Jun-1896,R1,SY,CW,03-May-1919
JMME04Oct190003May1919,2408,John,McMahon,04-Oct-1900,R1,ME,SK,03-May-1919
BPSY11Nov189203May1919,2409,Bill,Pearson,11-Nov-1892,R1,SY,CW,03-May-1919
BSFI27Oct189403May1919,2410,Bob,Scott,27-Oct-1894,R1,FI,CA,03-May-1919
GTRI11Nov189903May1919,2411,George,Threlfall,11-Nov-1899,R1,RI,ES,03-May-1919
ETME11Jan189403May1919,2412,Eric,Tonkin,11-Jan-1894,R1,ME,SK,03-May-1919
GWRI23May190003May1919,2413,George,Weatherill,23-May-1900,R1,RI,ES,03-May-1919
EWCW15Oct190003May1919,2414,Ernie,Wilson,15-Oct-1900,R1,CW,SY,03-May-1919
BCRI01Dec189810May1919,2415,Bobby,Carew,01-Dec-1898,R2,RI,GE,10-May-1919
JDSK22Mar189810May1919,2416,Jimmy,Deagan,22-Mar-1898,R2,SK,CW,10-May-1919
VGGE19Mar190010May1919,2417,Vic,Gross,19-Mar-1900,R2,GE,RI,10-May-1919
CHME14Dec188910May1919,2418,Cyril,Hall,14-Dec-1889,R2,ME,SY,10-May-1919
WHCW17Dec189710May1919,2419,Wally,Haysom,17-Dec-1897,R2,CW,SK,10-May-1919
KJGE25Feb190210May1919,2420,Keith,Johns,25-Feb-1902,R2,GE,RI,10-May-1919
AMME28Jan189910May1919,2421,Allan,McLean,28-Jan-1899,R2,ME,SY,10-May-1919
SSES20Apr189010May1919,2422,Syd,Sutherland,20-Apr-1890,R2,ES,CA,10-May-1919
RSGE25Apr189910May1919,2423,Reg,Sutterby,25-Apr-1899,R2,GE,RI,10-May-1919
GYCW19Nov189110May1919,2424,George,Youren,19-Nov-1891,R2,CW,SK,10-May-1919
SAES22Jul189317May1919,2425,Stan,Anderson,22-Jul-1893,R3,ES,FI,17-May-1919
JHES01May190017May1919,2426,Jack,Harrison,01-May-1900,R3,ES,FI,17-May-1919
SMRI01Oct189317May1919,2427,Stan,Morris,01-Oct-1893,R3,RI,ME,17-May-1919
PRSK05Sep189117May1919,2428,Peter,Ryan,05-Sep-1891,R3,SK,SY,17-May-1919
SSFI21Nov188817May1919,2429,Syd,Smith,21-Nov-1888,R3,FI,ES,17-May-1919
AFRI04May190024May1919,2430,Arthur,Fehring,04-May-1900,R4,RI,CW,24-May-1919
CLES16Sep189624May1919,2431,Col,Laidlaw,16-Sep-1896,R4,ES,SK,24-May-1919
BMFI23Jul189324May1919,2432,Bob,Merrick,23-Jul-1893,R4,FI,SY,24-May-1919
PRES30Nov189524May1919,2433,Pat,Robertson,30-Nov-1895,R4,ES,SK,24-May-1919
BTFI09Jul190024May1919,2434,Bert,Taylor,09-Jul-1900,R4,FI,SY,24-May-1919
EUCW31Oct189724May1919,2435,Ernest,Utting,31-Oct-1897,R4,CW,RI,24-May-1919
TARI29Dec189731May1919,2436,Ted,Aumann,29-Dec-1897,R5,RI,FI,31-May-1919
LCSK25Jun189531May1919,2437,Leo,Corbett,25-Jun-1895,R5,SK,GE,31-May-1919
MKGE14Mar189931May1919,2438,Max,Kroger,14-Mar-1899,R5,GE,SK,31-May-1919
BRSK02Jul189331May1919,2439,Bobby,Russell,02-Jul-1893,R5,SK,GE,31-May-1919
LSME20Jan189731May1919,2440,Lou,Salvana,20-Jan-1897,R5,ME,CA,31-May-1919
WTSK12Aug189731May1919,2441,Wally,Tuck,12-Aug-1897,R5,SK,GE,31-May-1919
SJGE07Apr189809Jun1919,2442,Syd,James,07-Apr-1898,R6,GE,FI,09-Jun-1919
JRGE15Aug189509Jun1919,2443,Jack,Ross,15-Aug-1895,R6,GE,FI,09-Jun-1919
JCES29May189614Jun1919,2444,Jim,Collins,29-May-1896,R7,ES,GE,14-Jun-1919
SHME17Apr188914Jun1919,2445,Stan,Huntington,17-Apr-1889,R7,ME,FI,14-Jun-1919
LKCA26Feb189414Jun1919,2446,Les,Kittle,26-Feb-1894,R7,CA,CW,14-Jun-1919
IMES10Mar189714Jun1919,2447,Ivan,More,10-Mar-1897,R7,ES,GE,14-Jun-1919
LNME02Aug189114Jun1919,2448,Les,Nichols,02-Aug-1891,R7,ME,FI,14-Jun-1919
BSME03Aug190214Jun1919,2449,Bill,Shelton,03-Aug-1902,R7,ME,FI,14-Jun-1919
JCGE06Aug189121Jun1919,2450,John,Clemenger,06-Aug-1891,R8,GE,ME,21-Jun-1919
BKSY30Jul189721Jun1919,2451,Bill,Kenny,30-Jul-1897,R8,SY,CA,21-Jun-1919
DRGE01Jul189521Jun1919,2452,Doy,Reed,01-Jul-1895,R8,GE,ME,21-Jun-1919
BAGE28May189528Jun1919,2453,Bruce,Anderson,28-May-1895,R9,GE,SY,28-Jun-1919
MCME23Oct189428Jun1919,2454,Matt,Connors,23-Oct-1894,R9,ME,ES,28-Jun-1919
GLME13Jan190028Jun1919,2455,Gordon,Landy,13-Jan-1900,R9,ME,ES,28-Jun-1919
AMME01Dec189428Jun1919,2456,Alec,Mawhinney,01-Dec-1894,R9,ME,ES,28-Jun-1919
HSGE27Aug189528Jun1919,2457,Herbie,Smith,27-Aug-1895,R9,GE,SY,28-Jun-1919
FMES21Sep189912Jul1919,2458,Frank,McDonald,21-Sep-1899,R10,ES,RI,12-Jul-1919
IWME29Oct189712Jul1919,2459,Ivor,Warne-Smith,29-Oct-1897,R10,ME,SK,12-Jul-1919
HWRI07Oct189312Jul1919,2460,Harry,Weatherill,07-Oct-1893,R10,RI,ES,12-Jul-1919
GPSY18May189819Jul1919,2461,Gladstone,Power,18-May-1898,R11,SY,ME,19-Jul-1919
BBME22Dec189426Jul1919,2462,Bob,Bodington,22-Dec-1894,R12,ME,RI,26-Jul-1919
ECME13Mar189226Jul1919,2463,Eric,Chisholm,13-Mar-1892,R12,ME,RI,26-Jul-1919
AFME08Feb189426Jul1919,2464,Alec,Farrow,08-Feb-1894,R12,ME,RI,26-Jul-1919
AGME15Feb189526Jul1919,2465,Archie,Grigg,15-Feb-1895,R12,ME,RI,26-Jul-1919
MHSK11Feb190026Jul1919,2466,Max,Hardie,11-Feb-1900,R12,SK,SY,26-Jul-1919
FKFI12Jul189826Jul1919,2467,Fred,Keays,12-Jul-1898,R12,FI,ES,26-Jul-1919
ADSK19Mar189609Aug1919,2468,Alwyn,Davies,19-Mar-1896,R13,SK,ES,09-Aug-1919
SMCA19Aug189609Aug1919,2469,Stewart,McLatchie,19-Aug-1896,R13,CA,GE,09-Aug-1919
JMES21Dec189609Aug1919,2470,Jim,McLear,21-Dec-1896,R13,ES,SK,09-Aug-1919
ABSK27May189716Aug1919,2471,Arnold,Beitzel,27-May-1897,R14,SK,GE,16-Aug-1919
AGES06Jul189516Aug1919,2472,Archie,Giles,06-Jul-1895,R14,ES,SY,16-Aug-1919
FHRI01Feb189416Aug1919,2473,Frank,Huggard,01-Feb-1894,R14,RI,FI,16-Aug-1919
BOSK04Nov190216Aug1919,2474,Bill,Osborne,04-Nov-1902,R14,SK,GE,16-Aug-1919
FFSY03May189723Aug1919,2475,Fred,Fleiter,03-May-1897,R15,SY,RI,23-Aug-1919
DEME17Mar190230Aug1919,2476,Dave,Elliman,17-Mar-1902,R16,ME,FI,30-Aug-1919
GPRI30Mar189230Aug1919,2477,George,Parkinson,30-Mar-1892,R16,RI,SK,30-Aug-1919
HSME24Jul189830Aug1919,2478,Harry,Selover,24-Jul-1898,R16,ME,FI,30-Aug-1919
BGSK24Mar189606Sep1919,2479,Bill,Griffiths,24-Mar-1896,R17,SK,FI,06-Sep-1919
RHSK26Jul190006Sep1919,2480,Ray,Harper,26-Jul-1900,R17,SK,FI,06-Sep-1919
LSGE24Oct189806Sep1919,2481,Les,Stephens,24-Oct-1898,R17,GE,ME,06-Sep-1919
MAME08Aug189401May1920,2482,Mick,Anthony,08-Aug-1894,R1,ME,SY,01-May-1920
ABSK05Aug189601May1920,2483,Albert,Bragg,05-Aug-1896,R1,SK,CA,01-May-1920
WCSK13Nov189601May1920,2484,Wally,Cameron,13-Nov-1896,R1,SK,CA,01-May-1920
JCFI02Oct189401May1920,2485,Johnny,Carter,02-Oct-1894,R1,FI,RI,01-May-1920
BCME15Nov189701May1920,2486,Bert,Chadwick,15-Nov-1897,R1,ME,SY,01-May-1920
BCME23Nov189501May1920,2487,Bob,Corbett,23-Nov-1895,R1,ME,SY,01-May-1920
RCES17Mar189401May1920,2488,Ralph,Cornall,17-Mar-1894,R1,ES,CW,01-May-1920
RGSK13Mar189501May1920,2489,Rowley,Griffiths,13-Mar-1895,R1,SK,CA,01-May-1920
RHCA29Oct189301May1920,2490,Rupe,Hiskins,29-Oct-1893,R1,CA,SK,01-May-1920
SHME05Oct189701May1920,2491,Syd,Hutcheson,05-Oct-1897,R1,ME,SY,01-May-1920
BLSK23Jul189601May1920,2492,Bill,Lloyd,23-Jul-1896,R1,SK,CA,01-May-1920
GMFI22Mar189801May1920,2493,Gordon,McCracken,22-Mar-1898,R1,FI,RI,01-May-1920
NMRI03Mar189001May1920,2494,Norm,McIntosh,03-Mar-1890,R1,RI,FI,01-May-1920
JMSK19Sep189801May1920,2495,Jimmy,Milne,19-Sep-1898,R1,SK,CA,01-May-1920
JOES17Aug189801May1920,2496,Jack,OBrien,17-Aug-1898,R1,ES,CW,01-May-1920
GRRI16Sep189501May1920,2497,Gerald,Rush,16-Sep-1895,R1,RI,FI,01-May-1920
RSSY10Nov189501May1920,2498,Reg,Seedsman,10-Nov-1895,R1,SY,ME,01-May-1920
CSME15Aug189501May1920,2499,Charlie,Streeter,15-Aug-1895,R1,ME,SY,01-May-1920
VTCA21Dec189901May1920,2500,Vic,Truman,21-Dec-1899,R1,CA,SK,01-May-1920
CWSK12Oct190001May1920,2501,Colin,Watson,12-Oct-1900,R1,SK,CA,01-May-1920
SWSK19Jul189101May1920,2502,Stan,Williams,19-Jul-1891,R1,SK,CA,01-May-1920
DWCA03Feb190101May1920,2503,Dick,Wittmann,03-Feb-1901,R1,CA,SK,01-May-1920
BBCW04Mar190008May1920,2504,Bill,Buck,04-Mar-1900,R2,CW,GE,08-May-1920
HCCA20Mar189508May1920,2505,Horrie,Clover,20-Mar-1895,R2,CA,RI,08-May-1920
CCCA30Jan189308May1920,2506,Clarrie,Clowe,30-Jan-1893,R2,CA,RI,08-May-1920
ADCW14Aug189408May1920,2507,Artie,Dillon,14-Aug-1894,R2,CW,GE,08-May-1920
WFES18Jun189708May1920,2508,Wally,Fraser,18-Jun-1897,R2,ES,ME,08-May-1920
LGFI18Apr189708May1920,2509,Len,Gale,18-Apr-1897,R2,FI,SY,08-May-1920
HHME22Dec188708May1920,2510,Harry,Harker,22-Dec-1887,R2,ME,ES,08-May-1920
BMFI13Mar189508May1920,2511,Bill,McGilvray,13-Mar-1895,R2,FI,SY,08-May-1920
PMGE03Jun189508May1920,2512,Phil,McQueen,03-Jun-1895,R2,GE,CW,08-May-1920
JOME21Mar189108May1920,2513,Joe,OCarroll,21-Mar-1891,R2,ME,ES,08-May-1920
JRGE04Apr189208May1920,2514,Jack,Ross,04-Apr-1892,R2,GE,CW,08-May-1920
VSSY13Jul189308May1920,2515,Vic,Smith,13-Jul-1893,R2,SY,FI,08-May-1920
CTCW14Nov189708May1920,2516,Charles,Tyson,14-Nov-1897,R2,CW,GE,08-May-1920
FWFI29Jan190008May1920,2517,Fred,Williams,29-Jan-1900,R2,FI,SY,08-May-1920
IASK13Nov189915May1920,2518,Ivor,Aldridge,13-Nov-1899,R3,SK,GE,15-May-1920
CCCA09Sep189615May1920,2519,Clarrie,Calwell,09-Sep-1896,R3,CA,FI,15-May-1920
JHSK28Feb189815May1920,2520,Jack,Hansen,28-Feb-1898,R3,SK,GE,15-May-1920
JJGE22Sep189815May1920,2521,Jockie,Jones,22-Sep-1898,R3,GE,SK,15-May-1920
HMES29Oct189215May1920,2522,Hector,McFadyen,29-Oct-1892,R3,ES,SY,15-May-1920
JMGE23Jun190115May1920,2523,Jack,Murrell,23-Jun-1901,R3,GE,SK,15-May-1920
ADES19Jul190022May1920,2524,Andy,Donnelly,19-Jul-1900,R4,ES,CA,22-May-1920
GFES04Jun190022May1920,2525,George,Faulkner,04-Jun-1900,R4,ES,CA,22-May-1920
GGME17Aug189522May1920,2526,George,Garlick,17-Aug-1895,R4,ME,SK,22-May-1920
AHGE27Feb189322May1920,2527,Arthur,Hewitson,27-Feb-1893,R4,GE,RI,22-May-1920
PKSK08Feb189622May1920,2528,Paddy,Kelly,08-Feb-1896,R4,SK,ME,22-May-1920
GNSK18Oct189422May1920,2529,George,Noonan,18-Oct-1894,R4,SK,ME,22-May-1920
JPGE06Dec190022May1920,2530,Jack,Paterson,06-Dec-1900,R4,GE,RI,22-May-1920
VRME11Mar189622May1920,2531,Vern,Rowe,11-Mar-1896,R4,ME,SK,22-May-1920
BJGE19Sep189726May1920,2532,Bill,Jones,19-Sep-1897,R5,GE,FI,26-May-1920
BASY03Dec189526May1920,2533,Bobby,Allison,03-Dec-1895,R5,SY,CA,26-May-1920
BBCA06Aug189526May1920,2534,Billy,Blackman,06-Aug-1895,R5,CA,SY,26-May-1920
NMES19Dec189626May1920,2535,Norm,McLean,19-Dec-1896,R5,ES,SK,26-May-1920
JMCA14Jul189826May1920,2536,Jack,Morrissey,14-Jul-1898,R5,CA,SY,26-May-1920
BFME15May189005Jun1920,2537,Bill,Fawcett,15-May-1890,R6,ME,CA,05-Jun-1920
AKCA14Nov189705Jun1920,2538,Alf,Key,14-Nov-1897,R6,CA,ME,05-Jun-1920
PSSY06Sep189605Jun1920,2539,Paddy,Scanlan,06-Sep-1896,R6,SY,RI,05-Jun-1920
JSCA29Jul190005Jun1920,2540,Jack,Stephenson,29-Jul-1900,R6,CA,ME,05-Jun-1920
TBSK02Sep188907Jun1920,2541,Ted,Bulmer,02-Sep-1889,R6,SK,CW,07-Jun-1920
SGSK02Aug189607Jun1920,2542,Steve,Gill,02-Aug-1896,R6,SK,CW,07-Jun-1920
LLCW05Sep189407Jun1920,2543,Les,Lobb,05-Sep-1894,R6,CW,SK,07-Jun-1920
JMGE29Nov189207Jun1920,2544,Jim,Mathieson,29-Nov-1892,R6,GE,ES,07-Jun-1920
GMSK17Dec189307Jun1920,2545,Gordon,Munro,17-Dec-1893,R6,SK,CW,07-Jun-1920
PRCW04Jan189607Jun1920,2546,Percy,Rowe,04-Jan-1896,R6,CW,SK,07-Jun-1920
LCSK01Apr189112Jun1920,2547,Les,Carbarns,01-Apr-1891,R7,SK,SY,12-Jun-1920
FCFI25Sep189212Jun1920,2548,Fred,Chanter,25-Sep-1892,R7,FI,ES,12-Jun-1920
DMFI11Mar189912Jun1920,2549,Dave,McGrath,11-Mar-1899,R7,FI,ES,12-Jun-1920
ALSK20Aug189619Jun1920,2550,Arthur,Leech,20-Aug-1896,R8,SK,RI,19-Jun-1920
RRSY22Apr189419Jun1920,2551,Roy,Reardon,22-Apr-1894,R8,SY,GE,19-Jun-1920
HTME22Nov189619Jun1920,2552,Harry,Tampling,22-Nov-1896,R8,ME,FI,19-Jun-1920
CTRI11Nov189219Jun1920,2553,Charlie,Tuck,11-Nov-1892,R8,RI,SK,19-Jun-1920
JCSK10Aug189326Jun1920,2554,Joe,Campbell,10-Aug-1893,R9,SK,FI,26-Jun-1920
JMGE10Nov189826Jun1920,2555,Jim,Mellan,10-Nov-1898,R9,GE,ME,26-Jun-1920
CSSK16Feb189426Jun1920,2556,Carl,Schaefer,16-Feb-1894,R9,SK,FI,26-Jun-1920
EBCA21Jan190103Jul1920,2557,Edward,Baker,21-Jan-1901,R10,CA,SK,03-Jul-1920
BCSK29Mar189403Jul1920,2558,Bob,Curtayne,29-Mar-1894,R10,SK,CA,03-Jul-1920
BMME29Jul189703Jul1920,2559,Bill,McIntyre,29-Jul-1897,R10,ME,SY,03-Jul-1920
RGES19Feb189710Jul1920,2560,Ralph,Gardiner,19-Feb-1897,R11,ES,ME,10-Jul-1920
LWSK04Mar190017Jul1920,2561,Leo,Walsh,04-Mar-1900,R12,SK,GE,17-Jul-1920
HYSK17Feb189517Jul1920,2562,Hec,Yeomans,17-Feb-1895,R12,SK,GE,17-Jul-1920
WSGE11Oct190231Jul1920,2563,Wallace,Sharland,11-Oct-1902,R13,GE,FI,31-Jul-1920
JKRI23Jun189807Aug1920,2564,Jim,Karthaus,23-Jun-1898,R14,RI,GE,07-Aug-1920
GCCW25Sep190114Aug1920,2565,Gordon,Coventry,25-Sep-1901,R15,CW,SK,14-Aug-1920
BSSK09Oct189914Aug1920,2566,Billy,Sarll,09-Oct-1899,R15,SK,CW,14-Aug-1920
ETRI10Jun189814Aug1920,2567,Ernie,Taylor,10-Jun-1898,R15,RI,SY,14-Aug-1920
VWCA02Jun190014Aug1920,2568,Vern,Wright,02-Jun-1900,R15,CA,ME,14-Aug-1920
FGSK25Sep189721Aug1920,2569,Frank,Gleeson,25-Sep-1897,R16,SK,SY,21-Aug-1920
